frame,x,y,score
6373,422.0,744.0,0.3511
6373,444.0,724.0,0.2968
6373,462.0,674.0,0.3804
6373,476.0,590.0,0.4504
6373,482.0,658.0,0.4361
6374,398.0,786.0,0.2772
6374,404.0,818.0,0.3804
6374,418.0,676.0,0.3998
6374,422.0,742.0,0.3945
6374,446.0,722.0,0.3373
6374,464.0,672.0,0.3293
6374,478.0,586.0,0.4228
6374,480.0,652.0,0.4207
6375,396.0,782.0,0.3381
6375,402.0,814.0,0.3814
6375,418.0,672.0,0.4011
6375,422.0,740.0,0.4497
6375,444.0,716.0,0.3059
6375,462.0,664.0,0.2916
6375,474.0,580.0,0.4532
6375,480.0,650.0,0.3999
6376,394.0,780.0,0.3214
6376,402.0,808.0,0.387
6376,418.0,668.0,0.398
6376,422.0,738.0,0.3744
6376,442.0,712.0,0.334
6376,462.0,664.0,0.3753
6376,476.0,578.0,0.4487
6376,482.0,646.0,0.4715
6377,394.0,778.0,0.3024
6377,402.0,804.0,0.4259
6377,416.0,666.0,0.3732
6377,422.0,732.0,0.3873
6377,444.0,708.0,0.2773
6377,462.0,660.0,0.3779
6377,476.0,574.0,0.4357
6377,482.0,644.0,0.4309
6378,396.0,772.0,0.3339
6378,402.0,802.0,0.4247
6378,414.0,660.0,0.3704
6378,422.0,728.0,0.4106
6378,442.0,708.0,0.2935
6378,462.0,656.0,0.3799
6378,478.0,570.0,0.4234
6378,482.0,640.0,0.3862
6379,394.0,764.0,0.2777
6379,402.0,796.0,0.3679
6379,418.0,652.0,0.4083
6379,422.0,722.0,0.3873
6379,444.0,698.0,0.3414
6379,462.0,648.0,0.3552
6379,476.0,562.0,0.4375
6379,482.0,632.0,0.3954
6380,394.0,766.0,0.2865
6380,402.0,788.0,0.3904
6380,416.0,650.0,0.3941
6380,420.0,720.0,0.3258
6380,446.0,694.0,0.313
6380,464.0,646.0,0.3784
6380,478.0,560.0,0.4319
6380,484.0,630.0,0.4221
6381,394.0,762.0,0.2967
6381,402.0,786.0,0.4484
6381,414.0,646.0,0.3814
6381,418.0,714.0,0.2771
6381,442.0,692.0,0.3023
6381,464.0,642.0,0.3988
6381,478.0,556.0,0.4407
6381,484.0,626.0,0.4071
6382,394.0,754.0,0.3079
6382,402.0,784.0,0.3498
6382,416.0,642.0,0.3767
6382,420.0,708.0,0.3436
6382,442.0,690.0,0.3187
6382,462.0,636.0,0.3441
6382,476.0,550.0,0.4117
6382,482.0,622.0,0.3872
6383,394.0,752.0,0.343
6383,400.0,778.0,0.2163
6383,416.0,638.0,0.4031
6383,422.0,708.0,0.3743
6383,442.0,684.0,0.3426
6383,460.0,634.0,0.3867
6383,476.0,546.0,0.4649
6383,480.0,616.0,0.3956
6384,392.0,746.0,0.3437
6384,400.0,770.0,0.3388
6384,414.0,630.0,0.3988
6384,420.0,702.0,0.3669
6384,444.0,676.0,0.3574
6384,462.0,628.0,0.4091
6384,476.0,540.0,0.4399
6384,484.0,610.0,0.4628
6385,394.0,738.0,0.3397
6385,402.0,768.0,0.3384
6385,414.0,626.0,0.4114
6385,422.0,694.0,0.3586
6385,440.0,674.0,0.3419
6385,460.0,622.0,0.4187
6385,476.0,534.0,0.4123
6385,484.0,608.0,0.4587
6386,392.0,736.0,0.3064
6386,402.0,768.0,0.2501
6386,414.0,624.0,0.3866
6386,422.0,692.0,0.3997
6386,442.0,668.0,0.3536
6386,460.0,618.0,0.3676
6386,474.0,528.0,0.4567
6386,482.0,602.0,0.4137
6387,392.0,734.0,0.384
6387,400.0,764.0,0.3034
6387,412.0,620.0,0.3952
6387,422.0,690.0,0.4101
6387,442.0,664.0,0.3356
6387,460.0,614.0,0.4053
6387,476.0,526.0,0.4555
6387,482.0,596.0,0.4481
6388,392.0,734.0,0.31
6388,400.0,754.0,0.2986
6388,412.0,616.0,0.4109
6388,420.0,688.0,0.3674
6388,442.0,660.0,0.372
6388,462.0,614.0,0.4246
6388,476.0,524.0,0.4278
6388,484.0,594.0,0.4944
6389,392.0,720.0,0.3095
6389,400.0,754.0,0.2867
6389,412.0,608.0,0.3952
6389,420.0,676.0,0.3179
6389,438.0,656.0,0.3147
6389,460.0,604.0,0.363
6389,476.0,514.0,0.4627
6389,482.0,586.0,0.4193
6390,390.0,716.0,0.338
6390,398.0,750.0,0.304
6390,412.0,604.0,0.399
6390,420.0,676.0,0.3678
6390,442.0,650.0,0.3673
6390,460.0,600.0,0.4107
6390,476.0,512.0,0.4553
6390,482.0,580.0,0.4397
6391,392.0,716.0,0.243
6391,396.0,742.0,0.33
6391,412.0,600.0,0.3972
6391,418.0,672.0,0.3208
6391,442.0,646.0,0.349
6391,460.0,596.0,0.4154
6391,474.0,508.0,0.3061
6391,476.0,512.0,0.282
6391,484.0,578.0,0.4694
6392,388.0,702.0,0.1967
6392,390.0,712.0,0.3076
6392,400.0,738.0,0.3397
6392,412.0,596.0,0.4219
6392,416.0,666.0,0.3014
6392,440.0,646.0,0.302
6392,460.0,592.0,0.4079
6392,472.0,500.0,0.4258
6392,484.0,574.0,0.4441
6393,390.0,702.0,0.2608
6393,390.0,710.0,0.3214
6393,400.0,738.0,0.2407
6393,412.0,590.0,0.391
6393,418.0,660.0,0.2893
6393,438.0,642.0,0.2603
6393,460.0,588.0,0.3542
6393,474.0,498.0,0.4836
6393,482.0,570.0,0.4097
6394,390.0,702.0,0.3768
6394,394.0,734.0,0.3524
6394,412.0,588.0,0.4268
6394,416.0,656.0,0.2958
6394,440.0,636.0,0.3658
6394,458.0,584.0,0.4063
6394,474.0,494.0,0.4662
6394,484.0,566.0,0.4143
6395,390.0,700.0,0.3552
6395,394.0,730.0,0.3653
6395,412.0,586.0,0.4064
6395,414.0,654.0,0.3367
6395,440.0,632.0,0.316
6395,458.0,582.0,0.4438
6395,474.0,492.0,0.4527
6395,482.0,560.0,0.4644
6396,314.0,606.0,0.2353
6396,390.0,700.0,0.2759
6396,398.0,726.0,0.329
6396,412.0,580.0,0.4131
6396,412.0,648.0,0.3095
6396,440.0,628.0,0.2828
6396,458.0,578.0,0.4181
6396,472.0,486.0,0.4147
6396,482.0,556.0,0.3856
6397,310.0,600.0,0.1916
6397,390.0,692.0,0.3117
6397,396.0,722.0,0.2798
6397,410.0,576.0,0.4171
6397,414.0,644.0,0.335
6397,438.0,624.0,0.3291
6397,458.0,572.0,0.3963
6397,474.0,480.0,0.5196
6397,482.0,552.0,0.4366
6398,310.0,592.0,0.2376
6398,388.0,690.0,0.3012
6398,390.0,702.0,0.2431
6398,392.0,720.0,0.286
6398,410.0,574.0,0.4253
6398,414.0,640.0,0.3068
6398,438.0,620.0,0.37
6398,458.0,568.0,0.39
6398,474.0,478.0,0.4902
6398,480.0,548.0,0.389
6399,388.0,686.0,0.384
6399,392.0,720.0,0.2955
6399,410.0,570.0,0.4146
6399,414.0,638.0,0.3152
6399,438.0,618.0,0.2675
6399,458.0,566.0,0.4631
6399,472.0,476.0,0.4762
6399,480.0,544.0,0.4399
6400,390.0,686.0,0.2874
6400,392.0,702.0,0.2554
6400,392.0,706.0,0.2593
6400,410.0,560.0,0.3926
6400,412.0,630.0,0.3564
6400,436.0,608.0,0.3092
6400,458.0,558.0,0.3912
6400,472.0,464.0,0.4791
6400,478.0,534.0,0.4581
6401,386.0,676.0,0.2962
6401,390.0,702.0,0.3346
6401,390.0,706.0,0.2224
6401,406.0,556.0,0.3974
6401,410.0,628.0,0.35
6401,438.0,604.0,0.3986
6401,456.0,552.0,0.3988
6401,472.0,462.0,0.5052
6401,478.0,532.0,0.4433
6402,386.0,670.0,0.3816
6402,390.0,700.0,0.3352
6402,406.0,554.0,0.3871
6402,410.0,622.0,0.3736
6402,438.0,600.0,0.3424
6402,456.0,548.0,0.4705
6402,468.0,458.0,0.4477
6402,478.0,528.0,0.4656
6403,384.0,666.0,0.3773
6403,390.0,698.0,0.3382
6403,408.0,548.0,0.414
6403,410.0,620.0,0.3898
6403,436.0,598.0,0.3429
6403,456.0,546.0,0.4464
6403,468.0,452.0,0.4359
6403,478.0,524.0,0.4281
6404,380.0,662.0,0.2972
6404,390.0,690.0,0.3904
6404,406.0,544.0,0.3905
6404,410.0,616.0,0.3845
6404,434.0,588.0,0.2671
6404,454.0,542.0,0.42
6404,470.0,448.0,0.4713
6404,476.0,520.0,0.4174
6405,380.0,660.0,0.3427
6405,390.0,690.0,0.3572
6405,404.0,540.0,0.3977
6405,410.0,612.0,0.3804
6405,436.0,588.0,0.3766
6405,454.0,538.0,0.4302
6405,470.0,444.0,0.4883
6405,476.0,514.0,0.4347
6406,382.0,656.0,0.3209
6406,388.0,686.0,0.2902
6406,404.0,538.0,0.3628
6406,408.0,610.0,0.391
6406,436.0,586.0,0.4164
6406,454.0,532.0,0.4428
6406,468.0,440.0,0.419
6406,478.0,512.0,0.4037
6407,380.0,652.0,0.2837
6407,388.0,680.0,0.3446
6407,404.0,532.0,0.3911
6407,408.0,604.0,0.4236
6407,434.0,580.0,0.3716
6407,454.0,530.0,0.4494
6407,468.0,434.0,0.4731
6407,476.0,508.0,0.2941
6407,476.0,512.0,0.3348
6408,378.0,644.0,0.3421
6408,388.0,676.0,0.4394
6408,404.0,526.0,0.4042
6408,408.0,600.0,0.4168
6408,432.0,576.0,0.3066
6408,450.0,526.0,0.4096
6408,468.0,430.0,0.471
6408,474.0,506.0,0.3942
6409,378.0,642.0,0.3658
6409,388.0,674.0,0.3613
6409,404.0,524.0,0.3961
6409,406.0,598.0,0.4086
6409,434.0,574.0,0.3734
6409,452.0,520.0,0.4074
6409,468.0,428.0,0.4594
6409,474.0,500.0,0.3642
6410,380.0,642.0,0.3789
6410,386.0,670.0,0.3296
6410,400.0,520.0,0.3375
6410,408.0,594.0,0.3984
6410,436.0,572.0,0.3792
6410,452.0,516.0,0.4342
6410,466.0,422.0,0.4463
6410,474.0,496.0,0.4482
6411,376.0,632.0,0.3567
6411,386.0,658.0,0.4331
6411,402.0,512.0,0.4106
6411,406.0,584.0,0.4372
6411,432.0,562.0,0.3259
6411,446.0,506.0,0.3324
6411,448.0,512.0,0.2971
6411,466.0,414.0,0.4886
6411,472.0,488.0,0.4897
6412,378.0,624.0,0.3948
6412,384.0,658.0,0.3864
6412,400.0,506.0,0.2356
6412,400.0,512.0,0.2509
6412,406.0,582.0,0.4439
6412,430.0,556.0,0.3677
6412,448.0,502.0,0.3962
6412,464.0,410.0,0.4203
6412,474.0,484.0,0.4496
6413,378.0,624.0,0.4103
6413,382.0,654.0,0.3594
6413,398.0,502.0,0.3166
6413,406.0,578.0,0.3968
6413,430.0,550.0,0.3575
6413,446.0,496.0,0.417
6413,462.0,404.0,0.4511
6413,472.0,480.0,0.4833
6414,376.0,622.0,0.3638
6414,384.0,648.0,0.3922
6414,400.0,500.0,0.3778
6414,404.0,574.0,0.3678
6414,430.0,548.0,0.3461
6414,446.0,494.0,0.434
6414,462.0,400.0,0.4722
6414,472.0,476.0,0.4647
6415,376.0,618.0,0.3498
6415,384.0,644.0,0.4217
6415,396.0,494.0,0.3988
6415,404.0,568.0,0.382
6415,426.0,546.0,0.2765
6415,444.0,490.0,0.4539
6415,464.0,396.0,0.4697
6415,472.0,472.0,0.4996
6416,376.0,608.0,0.4012
6416,378.0,638.0,0.3842
6416,396.0,488.0,0.4179
6416,404.0,564.0,0.4406
6416,428.0,534.0,0.3672
6416,444.0,482.0,0.4367
6416,460.0,386.0,0.4659
6416,472.0,464.0,0.4804
6417,374.0,604.0,0.3566
6417,378.0,634.0,0.3549
6417,396.0,484.0,0.3851
6417,402.0,558.0,0.3576
6417,428.0,532.0,0.349
6417,444.0,478.0,0.4318
6417,460.0,382.0,0.4724
6417,470.0,460.0,0.4664
6418,372.0,594.0,0.2861
6418,380.0,630.0,0.393
6418,394.0,478.0,0.4077
6418,402.0,552.0,0.3473
6418,422.0,532.0,0.2775
6418,442.0,474.0,0.418
6418,460.0,378.0,0.451
6418,470.0,454.0,0.4852
6419,374.0,594.0,0.2746
6419,376.0,626.0,0.381
6419,394.0,476.0,0.4295
6419,400.0,550.0,0.3358
6419,424.0,524.0,0.3848
6419,442.0,470.0,0.4655
6419,458.0,374.0,0.4535
6419,470.0,452.0,0.5009
6420,374.0,592.0,0.3796
6420,376.0,622.0,0.3903
6420,394.0,472.0,0.3978
6420,400.0,546.0,0.405
6420,426.0,522.0,0.3456
6420,442.0,466.0,0.4556
6420,460.0,370.0,0.4678
6420,468.0,448.0,0.4688
6421,370.0,586.0,0.3581
6421,378.0,612.0,0.3442
6421,392.0,462.0,0.4095
6421,396.0,534.0,0.3488
6421,422.0,514.0,0.3438
6421,442.0,458.0,0.4419
6421,458.0,360.0,0.389
6421,468.0,438.0,0.486
6422,368.0,580.0,0.3519
6422,376.0,612.0,0.3506
6422,392.0,460.0,0.3961
6422,396.0,532.0,0.3694
6422,422.0,506.0,0.348
6422,424.0,512.0,0.3151
6422,440.0,454.0,0.4781
6422,456.0,356.0,0.4157
6422,468.0,434.0,0.4778
6423,370.0,578.0,0.3828
6423,374.0,604.0,0.3659
6423,392.0,454.0,0.4292
6423,396.0,528.0,0.3837
6423,422.0,504.0,0.3485
6423,442.0,450.0,0.4773
6423,458.0,350.0,0.4132
6423,466.0,432.0,0.4703
6424,370.0,574.0,0.3553
6424,374.0,602.0,0.3899
6424,392.0,450.0,0.4337
6424,394.0,524.0,0.4263
6424,422.0,502.0,0.3586
6424,440.0,446.0,0.4589
6424,458.0,348.0,0.4541
6424,464.0,426.0,0.4601
6425,362.0,568.0,0.2856
6425,376.0,594.0,0.3084
6425,390.0,446.0,0.4095
6425,394.0,518.0,0.3826
6425,422.0,496.0,0.4138
6425,440.0,440.0,0.4479
6425,454.0,344.0,0.4008
6425,464.0,420.0,0.4493
6426,362.0,564.0,0.3602
6426,374.0,592.0,0.3675
6426,388.0,442.0,0.3782
6426,394.0,516.0,0.4359
6426,420.0,490.0,0.4394
6426,440.0,436.0,0.4673
6426,456.0,338.0,0.4617
6426,464.0,418.0,0.5019
6427,364.0,558.0,0.3764
6427,372.0,590.0,0.3789
6427,390.0,436.0,0.4019
6427,392.0,512.0,0.3931
6427,420.0,488.0,0.4105
6427,438.0,432.0,0.4592
6427,456.0,334.0,0.4679
6427,462.0,412.0,0.4926
6428,280.0,464.0,0.1475
6428,288.0,528.0,0.1632
6428,364.0,552.0,0.2866
6428,372.0,590.0,0.3292
6428,388.0,432.0,0.419
6428,392.0,506.0,0.3904
6428,418.0,484.0,0.4047
6428,438.0,428.0,0.4348
6428,454.0,330.0,0.4094
6428,462.0,408.0,0.4401
6429,364.0,550.0,0.2507
6429,372.0,578.0,0.3547
6429,388.0,430.0,0.4223
6429,392.0,504.0,0.4322
6429,418.0,478.0,0.4147
6429,436.0,422.0,0.4449
6429,452.0,324.0,0.4396
6429,460.0,402.0,0.4623
6430,362.0,544.0,0.311
6430,372.0,578.0,0.3318
6430,386.0,424.0,0.3807
6430,392.0,500.0,0.412
6430,418.0,474.0,0.3791
6430,436.0,418.0,0.4531
6430,452.0,320.0,0.4513
6430,460.0,398.0,0.4758
6431,362.0,540.0,0.2275
6431,372.0,576.0,0.1849
6431,386.0,418.0,0.4307
6431,390.0,496.0,0.4108
6431,418.0,470.0,0.4346
6431,434.0,414.0,0.4806
6431,452.0,316.0,0.4247
6431,460.0,396.0,0.4791
6432,262.0,634.0,0.1472
6432,360.0,530.0,0.2177
6432,370.0,564.0,0.2495
6432,384.0,414.0,0.4385
6432,390.0,490.0,0.3734
6432,418.0,466.0,0.3725
6432,434.0,410.0,0.4256
6432,448.0,310.0,0.4267
6432,460.0,390.0,0.4565
6433,360.0,532.0,0.2264
6433,372.0,564.0,0.2794
6433,384.0,410.0,0.3891
6433,390.0,488.0,0.4621
6433,416.0,462.0,0.378
6433,432.0,404.0,0.4456
6433,450.0,306.0,0.4431
6433,458.0,386.0,0.516
6434,360.0,526.0,0.2353
6434,368.0,564.0,0.1877
6434,382.0,404.0,0.413
6434,390.0,484.0,0.4708
6434,414.0,458.0,0.3524
6434,432.0,400.0,0.451
6434,448.0,302.0,0.4097
6434,460.0,382.0,0.4802
6435,360.0,526.0,0.139
6435,364.0,558.0,0.1723
6435,382.0,400.0,0.4284
6435,388.0,478.0,0.4188
6435,414.0,452.0,0.3573
6435,432.0,394.0,0.4436
6435,448.0,298.0,0.4217
6435,456.0,376.0,0.4348
6436,362.0,538.0,0.1903
6436,380.0,396.0,0.4487
6436,384.0,472.0,0.3678
6436,412.0,446.0,0.3143
6436,430.0,390.0,0.4681
6436,448.0,292.0,0.4545
6436,456.0,372.0,0.4952
6437,358.0,516.0,0.1901
6437,364.0,550.0,0.2627
6437,380.0,392.0,0.4226
6437,386.0,468.0,0.3989
6437,410.0,442.0,0.3728
6437,428.0,386.0,0.4498
6437,446.0,288.0,0.4438
6437,456.0,368.0,0.4591
6438,350.0,552.0,0.1595
6438,356.0,512.0,0.2357
6438,358.0,550.0,0.1467
6438,380.0,386.0,0.3974
6438,386.0,468.0,0.3875
6438,410.0,440.0,0.3294
6438,430.0,382.0,0.4291
6438,444.0,282.0,0.4367
6438,454.0,362.0,0.4483
6439,356.0,514.0,0.2208
6439,360.0,542.0,0.2342
6439,378.0,382.0,0.4354
6439,380.0,456.0,0.3732
6439,410.0,434.0,0.329
6439,428.0,378.0,0.4488
6439,442.0,278.0,0.4256
6439,454.0,358.0,0.4844
6440,350.0,498.0,0.1597
6440,350.0,542.0,0.2331
6440,354.0,540.0,0.2522
6440,376.0,380.0,0.4084
6440,382.0,454.0,0.3383
6440,406.0,432.0,0.3236
6440,426.0,372.0,0.4717
6440,444.0,272.0,0.4408
6440,454.0,356.0,0.4307
6441,350.0,496.0,0.2529
6441,354.0,496.0,0.1991
6441,356.0,532.0,0.2814
6441,378.0,372.0,0.4064
6441,380.0,448.0,0.2902
6441,408.0,428.0,0.3401
6441,426.0,368.0,0.4543
6441,442.0,268.0,0.4392
6441,452.0,350.0,0.4055
6442,350.0,534.0,0.2167
6442,354.0,530.0,0.2026
6442,356.0,498.0,0.2306
6442,376.0,368.0,0.3915
6442,380.0,446.0,0.3742
6442,406.0,422.0,0.3207
6442,426.0,364.0,0.4303
6442,442.0,264.0,0.4115
6442,452.0,344.0,0.418
6443,350.0,492.0,0.2537
6443,374.0,366.0,0.4
6443,378.0,442.0,0.4376
6443,408.0,418.0,0.3902
6443,424.0,358.0,0.4306
6443,442.0,258.0,0.4537
6443,452.0,340.0,0.4728
6444,264.0,388.0,0.2661
6444,344.0,520.0,0.1794
6444,346.0,488.0,0.3013
6444,374.0,356.0,0.4165
6444,376.0,434.0,0.4625
6444,406.0,412.0,0.4081
6444,424.0,354.0,0.4494
6444,440.0,250.0,0.4182
6444,448.0,332.0,0.4311
6445,264.0,384.0,0.2899
6445,346.0,482.0,0.2399
6445,346.0,498.0,0.1639
6445,348.0,514.0,0.2033
6445,372.0,350.0,0.3884
6445,376.0,428.0,0.4368
6445,404.0,404.0,0.3875
6445,424.0,348.0,0.4378
6445,438.0,244.0,0.4186
6445,448.0,326.0,0.4149
6446,260.0,382.0,0.2093
6446,346.0,476.0,0.2349
6446,350.0,500.0,0.1996
6446,372.0,348.0,0.385
6446,374.0,424.0,0.4417
6446,402.0,400.0,0.3988
6446,422.0,342.0,0.4486
6446,438.0,240.0,0.4413
6446,448.0,322.0,0.3922
6447,260.0,382.0,0.1564
6447,340.0,506.0,0.1531
6447,344.0,468.0,0.1882
6447,372.0,342.0,0.4077
6447,374.0,420.0,0.4471
6447,402.0,396.0,0.3829
6447,422.0,338.0,0.4632
6447,438.0,234.0,0.4008
6447,446.0,316.0,0.4342
6448,264.0,370.0,0.2401
6448,344.0,468.0,0.3141
6448,348.0,496.0,0.132
6448,372.0,336.0,0.4384
6448,374.0,418.0,0.4127
6448,402.0,392.0,0.3649
6448,422.0,334.0,0.4315
6448,436.0,230.0,0.4155
6448,444.0,314.0,0.44
6449,258.0,368.0,0.2266
6449,340.0,494.0,0.2148
6449,344.0,464.0,0.3155
6449,370.0,334.0,0.3767
6449,374.0,412.0,0.381
6449,400.0,388.0,0.3475
6449,418.0,328.0,0.4074
6449,434.0,226.0,0.4242
6449,444.0,308.0,0.4533
6450,240.0,346.0,0.1352
6450,258.0,364.0,0.221
6450,344.0,464.0,0.3064
6450,348.0,486.0,0.2181
6450,366.0,326.0,0.4021
6450,372.0,406.0,0.3239
6450,396.0,382.0,0.3302
6450,416.0,322.0,0.4475
6450,434.0,220.0,0.4159
6450,444.0,304.0,0.4285
6451,258.0,362.0,0.2264
6451,342.0,448.0,0.2219
6451,350.0,482.0,0.2676
6451,368.0,324.0,0.4194
6451,372.0,404.0,0.3581
6451,396.0,376.0,0.3107
6451,418.0,320.0,0.4491
6451,432.0,216.0,0.4137
6451,442.0,300.0,0.4379
6452,256.0,350.0,0.2128
6452,256.0,354.0,0.1983
6452,336.0,484.0,0.1751
6452,344.0,448.0,0.2129
6452,364.0,320.0,0.3502
6452,368.0,400.0,0.2728
6452,398.0,376.0,0.3136
6452,416.0,314.0,0.4189
6452,432.0,210.0,0.4434
6452,440.0,294.0,0.4998
6453,256.0,350.0,0.2515
6453,342.0,480.0,0.2716
6453,364.0,312.0,0.304
6453,366.0,394.0,0.3309
6453,394.0,368.0,0.2746
6453,412.0,308.0,0.4287
6453,432.0,206.0,0.4481
6453,440.0,290.0,0.4881
6454,252.0,350.0,0.2104
6454,344.0,472.0,0.1778
6454,364.0,308.0,0.3177
6454,368.0,390.0,0.2289
6454,392.0,362.0,0.3073
6454,414.0,304.0,0.4175
6454,430.0,200.0,0.4445
6454,440.0,286.0,0.4793
6455,252.0,336.0,0.2644
6455,340.0,468.0,0.1587
6455,362.0,304.0,0.291
6455,362.0,380.0,0.2898
6455,392.0,360.0,0.3223
6455,412.0,300.0,0.4059
6455,428.0,196.0,0.4441
6455,438.0,282.0,0.4507
6456,340.0,464.0,0.1879
6456,360.0,300.0,0.2712
6456,362.0,378.0,0.3506
6456,390.0,350.0,0.2727
6456,392.0,356.0,0.2902
6456,410.0,296.0,0.4469
6456,428.0,192.0,0.4766
6456,438.0,278.0,0.5126
6457,252.0,336.0,0.2255
6457,342.0,458.0,0.2142
6457,360.0,296.0,0.2654
6457,362.0,376.0,0.2975
6457,390.0,350.0,0.3624
6457,410.0,290.0,0.4415
6457,426.0,186.0,0.4428
6457,438.0,272.0,0.4385
6458,246.0,328.0,0.2528
6458,254.0,388.0,0.1592
6458,332.0,452.0,0.1863
6458,358.0,292.0,0.254
6458,360.0,370.0,0.2273
6458,390.0,348.0,0.3621
6458,410.0,288.0,0.4124
6458,428.0,182.0,0.3999
6458,436.0,266.0,0.4071
6459,246.0,326.0,0.2627
6459,340.0,450.0,0.2194
6459,358.0,286.0,0.2706
6459,360.0,366.0,0.2119
6459,388.0,342.0,0.3584
6459,408.0,282.0,0.4228
6459,426.0,176.0,0.4464
6459,436.0,262.0,0.4441
6460,248.0,324.0,0.2606
6460,356.0,284.0,0.2485
6460,358.0,360.0,0.2469
6460,388.0,338.0,0.3552
6460,408.0,276.0,0.4414
6460,424.0,172.0,0.4369
6460,434.0,258.0,0.4399
6461,338.0,438.0,0.1487
6461,356.0,278.0,0.2933
6461,358.0,358.0,0.2118
6461,388.0,334.0,0.37
6461,408.0,272.0,0.4469
6461,424.0,166.0,0.4134
6461,432.0,252.0,0.4016
6462,244.0,314.0,0.2226
6462,356.0,272.0,0.3096
6462,358.0,350.0,0.2309
6462,358.0,356.0,0.2143
6462,386.0,330.0,0.3838
6462,406.0,268.0,0.4429
6462,422.0,160.0,0.4526
6462,432.0,248.0,0.4212
6463,244.0,308.0,0.2544
6463,350.0,268.0,0.2807
6463,354.0,268.0,0.2558
6463,360.0,350.0,0.3605
6463,386.0,326.0,0.3816
6463,406.0,264.0,0.4179
6463,422.0,156.0,0.4598
6463,432.0,244.0,0.435
6464,242.0,298.0,0.2735
6464,312.0,420.0,0.1407
6464,350.0,262.0,0.3433
6464,356.0,346.0,0.3527
6464,384.0,320.0,0.3374
6464,404.0,258.0,0.4492
6464,422.0,150.0,0.4215
6464,430.0,238.0,0.3618
6465,240.0,298.0,0.2149
6465,350.0,258.0,0.3402
6465,354.0,258.0,0.3093
6465,356.0,342.0,0.3543
6465,382.0,314.0,0.3534
6465,404.0,254.0,0.4494
6465,420.0,146.0,0.4493
6465,428.0,234.0,0.4707
6466,234.0,288.0,0.2408
6466,350.0,254.0,0.4338
6466,356.0,340.0,0.3373
6466,382.0,312.0,0.3433
6466,402.0,250.0,0.4396
6466,418.0,142.0,0.4592
6466,426.0,230.0,0.5042
6467,238.0,286.0,0.2562
6467,348.0,248.0,0.4078
6467,350.0,334.0,0.2813
6467,354.0,334.0,0.2888
6467,378.0,302.0,0.3321
6467,398.0,242.0,0.4104
6467,418.0,136.0,0.4333
6467,426.0,224.0,0.4589
6468,348.0,244.0,0.4147
6468,350.0,326.0,0.2996
6468,354.0,328.0,0.3145
6468,378.0,300.0,0.3126
6468,400.0,240.0,0.4219
6468,416.0,132.0,0.4361
6468,426.0,220.0,0.4397
6469,228.0,280.0,0.2038
6469,348.0,240.0,0.4411
6469,350.0,322.0,0.3784
6469,378.0,296.0,0.3296
6469,398.0,236.0,0.4545
6469,414.0,126.0,0.4487
6469,424.0,214.0,0.5183
6470,230.0,276.0,0.2978
6470,346.0,236.0,0.4005
6470,348.0,318.0,0.3795
6470,378.0,292.0,0.3528
6470,394.0,230.0,0.4576
6470,414.0,120.0,0.4422
6470,424.0,210.0,0.4984
6471,324.0,400.0,0.1728
6471,346.0,230.0,0.3938
6471,348.0,314.0,0.3896
6471,374.0,286.0,0.3455
6471,394.0,224.0,0.4203
6471,414.0,116.0,0.4036
6471,422.0,204.0,0.4624
6472,228.0,266.0,0.3301
6472,238.0,320.0,0.3311
6472,320.0,394.0,0.2141
6472,346.0,226.0,0.4269
6472,346.0,310.0,0.4172
6472,374.0,284.0,0.3498
6472,396.0,220.0,0.4248
6472,412.0,114.0,0.4021
6472,422.0,200.0,0.447
6473,226.0,260.0,0.27
6473,238.0,316.0,0.2933
6473,326.0,388.0,0.3846
6473,342.0,222.0,0.4259
6473,346.0,304.0,0.4485
6473,372.0,276.0,0.3483
6473,394.0,216.0,0.4551
6473,412.0,108.0,0.3735
6473,420.0,196.0,0.4625
6474,226.0,252.0,0.3479
6474,322.0,386.0,0.3522
6474,342.0,216.0,0.4063
6474,344.0,300.0,0.4468
6474,372.0,272.0,0.3676
6474,392.0,210.0,0.4634
6474,408.0,104.0,0.2098
6474,418.0,190.0,0.3806
6475,224.0,250.0,0.3289
6475,320.0,382.0,0.2547
6475,342.0,212.0,0.4246
6475,342.0,296.0,0.4399
6475,372.0,270.0,0.3591
6475,392.0,206.0,0.4565
6475,416.0,184.0,0.4568
6476,226.0,248.0,0.3406
6476,322.0,376.0,0.2836
6476,340.0,206.0,0.4144
6476,344.0,290.0,0.4303
6476,370.0,266.0,0.3743
6476,392.0,202.0,0.4428
6476,416.0,180.0,0.414
6477,224.0,238.0,0.3046
6477,316.0,376.0,0.3253
6477,340.0,202.0,0.4144
6477,342.0,286.0,0.4512
6477,370.0,260.0,0.3758
6477,390.0,196.0,0.4556
6477,414.0,174.0,0.3747
6478,222.0,236.0,0.321
6478,318.0,366.0,0.395
6478,338.0,198.0,0.4225
6478,340.0,280.0,0.4505
6478,368.0,254.0,0.3497
6478,388.0,190.0,0.4469
6478,412.0,170.0,0.4363
6479,218.0,228.0,0.3183
6479,306.0,324.0,0.1651
6479,316.0,360.0,0.2524
6479,332.0,188.0,0.3998
6479,340.0,274.0,0.3993
6479,368.0,248.0,0.29
6479,384.0,180.0,0.419
6479,412.0,160.0,0.4255
6480,220.0,224.0,0.3161
6480,314.0,354.0,0.4073
6480,334.0,182.0,0.4058
