frame,x,y,score
7601,714.0,712.0,0.3463
7601,764.0,640.0,0.4812
7601,776.0,698.0,0.4253
7602,184.0,240.0,0.2735
7602,668.0,702.0,0.2683
7602,686.0,802.0,0.3956
7602,702.0,754.0,0.3838
7602,714.0,716.0,0.3527
7602,766.0,646.0,0.4971
7602,776.0,702.0,0.4687
7603,184.0,246.0,0.3665
7603,652.0,866.0,0.1772
7603,670.0,702.0,0.3168
7603,686.0,806.0,0.3644
7603,700.0,756.0,0.3672
7603,714.0,720.0,0.3673
7603,766.0,650.0,0.4458
7603,774.0,702.0,0.3681
7603,774.0,706.0,0.3916
7604,162.0,294.0,0.1436
7604,166.0,308.0,0.1679
7604,184.0,250.0,0.3516
7604,652.0,870.0,0.2289
7604,670.0,710.0,0.3224
7604,682.0,810.0,0.3442
7604,708.0,768.0,0.2394
7604,714.0,724.0,0.3847
7604,764.0,654.0,0.4693
7604,772.0,708.0,0.4003
7605,184.0,254.0,0.1955
7605,656.0,880.0,0.2148
7605,668.0,716.0,0.338
7605,680.0,812.0,0.3136
7605,702.0,770.0,0.3893
7605,712.0,728.0,0.3274
7605,764.0,658.0,0.4662
7605,772.0,712.0,0.3781
7606,162.0,304.0,0.1519
7606,186.0,262.0,0.4105
7606,650.0,874.0,0.2089
7606,668.0,718.0,0.3221
7606,684.0,818.0,0.3878
7606,702.0,770.0,0.4089
7606,710.0,734.0,0.3689
7606,764.0,662.0,0.4831
7606,772.0,716.0,0.3917
7607,184.0,266.0,0.4108
7607,654.0,880.0,0.2484
7607,668.0,722.0,0.3391
7607,684.0,820.0,0.4044
7607,698.0,772.0,0.3903
7607,710.0,736.0,0.3776
7607,764.0,666.0,0.4581
7607,772.0,720.0,0.414
7608,162.0,310.0,0.1498
7608,186.0,268.0,0.4268
7608,656.0,884.0,0.2789
7608,670.0,722.0,0.3759
7608,678.0,824.0,0.322
7608,702.0,782.0,0.2125
7608,706.0,784.0,0.1654
7608,710.0,738.0,0.3538
7608,762.0,672.0,0.4909
7608,770.0,722.0,0.3983
7609,160.0,310.0,0.1635
7609,188.0,276.0,0.3986
7609,652.0,886.0,0.2664
7609,668.0,730.0,0.3936
7609,680.0,826.0,0.3788
7609,702.0,784.0,0.4338
7609,710.0,744.0,0.3366
7609,762.0,674.0,0.4984
7609,770.0,728.0,0.4345
7610,184.0,278.0,0.4105
7610,654.0,892.0,0.3207
7610,666.0,734.0,0.3669
7610,680.0,832.0,0.3709
7610,700.0,786.0,0.4186
7610,710.0,750.0,0.3329
7610,762.0,678.0,0.4784
7610,772.0,734.0,0.4227
7611,186.0,282.0,0.4292
7611,652.0,894.0,0.3023
7611,664.0,736.0,0.3873
7611,680.0,836.0,0.4314
7611,698.0,788.0,0.408
7611,708.0,752.0,0.397
7611,760.0,682.0,0.4757
7611,770.0,736.0,0.4465
7612,188.0,290.0,0.3382
7612,652.0,898.0,0.3443
7612,666.0,738.0,0.3712
7612,680.0,840.0,0.3792
7612,700.0,796.0,0.3598
7612,708.0,756.0,0.3716
7612,760.0,686.0,0.4937
7612,768.0,738.0,0.4818
7613,186.0,294.0,0.2888
7613,650.0,898.0,0.3135
7613,664.0,748.0,0.3599
7613,678.0,844.0,0.4159
7613,698.0,798.0,0.3891
7613,708.0,758.0,0.349
7613,760.0,690.0,0.4704
7613,766.0,744.0,0.4428
7614,188.0,296.0,0.1946
7614,222.0,404.0,0.1576
7614,650.0,902.0,0.2841
7614,664.0,750.0,0.3733
7614,678.0,846.0,0.4007
7614,698.0,802.0,0.4306
7614,708.0,764.0,0.3436
7614,760.0,692.0,0.4543
7614,770.0,748.0,0.4214
7615,188.0,302.0,0.2954
7615,646.0,900.0,0.3042
7615,664.0,754.0,0.3498
7615,680.0,850.0,0.4397
7615,698.0,804.0,0.4355
7615,708.0,768.0,0.3688
7615,758.0,698.0,0.4695
7615,768.0,752.0,0.4414
7616,188.0,306.0,0.2027
7616,644.0,898.0,0.2729
7616,662.0,756.0,0.3003
7616,680.0,854.0,0.3799
7616,700.0,810.0,0.3514
7616,706.0,770.0,0.3656
7616,758.0,702.0,0.4703
7616,766.0,754.0,0.4451
7617,186.0,312.0,0.2833
7617,644.0,902.0,0.3216
7617,662.0,762.0,0.3084
7617,676.0,856.0,0.3744
7617,698.0,816.0,0.4073
7617,700.0,754.0,0.1498
7617,706.0,774.0,0.3343
7617,758.0,702.0,0.355
7617,758.0,706.0,0.3855
7617,764.0,758.0,0.4246
7618,184.0,314.0,0.3185
7618,662.0,766.0,0.3521
7618,678.0,858.0,0.3019
7618,678.0,864.0,0.3177
7618,698.0,818.0,0.4317
7618,706.0,780.0,0.3703
7618,756.0,708.0,0.3225
7618,766.0,764.0,0.3759
7619,184.0,316.0,0.2882
7619,662.0,768.0,0.3732
7619,676.0,852.0,0.1773
7619,678.0,866.0,0.3801
7619,696.0,822.0,0.4312
7619,706.0,784.0,0.3713
7619,756.0,714.0,0.3932
7619,766.0,766.0,0.4287
7620,184.0,322.0,0.3203
7620,662.0,770.0,0.3573
7620,672.0,848.0,0.1574
7620,678.0,870.0,0.4462
7620,696.0,820.0,0.3642
7620,706.0,788.0,0.4005
7620,756.0,716.0,0.3619
7620,764.0,768.0,0.4677
7621,164.0,370.0,0.1581
7621,186.0,328.0,0.3645
7621,660.0,772.0,0.2247
7621,678.0,872.0,0.3712
7621,698.0,830.0,0.3917
7621,706.0,790.0,0.368
7621,756.0,720.0,0.3593
7621,762.0,772.0,0.4637
7622,184.0,332.0,0.3289
7622,660.0,782.0,0.2806
7622,676.0,874.0,0.3868
7622,698.0,832.0,0.4112
7622,706.0,794.0,0.3659
7622,752.0,722.0,0.3138
7622,762.0,776.0,0.443
7623,164.0,380.0,0.1815
7623,186.0,336.0,0.355
7623,660.0,782.0,0.3331
7623,676.0,878.0,0.3841
7623,696.0,836.0,0.4397
7623,702.0,800.0,0.3844
7623,706.0,798.0,0.3774
7623,754.0,728.0,0.4135
7623,762.0,780.0,0.429
7624,164.0,382.0,0.2631
7624,186.0,340.0,0.3275
7624,660.0,784.0,0.3488
7624,676.0,884.0,0.3935
7624,694.0,838.0,0.4012
7624,702.0,802.0,0.4074
7624,754.0,732.0,0.4597
7624,760.0,782.0,0.4461
7625,192.0,350.0,0.2977
7625,192.0,354.0,0.2144
7625,658.0,796.0,0.3762
7625,676.0,890.0,0.3995
7625,696.0,850.0,0.3897
7625,702.0,810.0,0.423
7625,706.0,810.0,0.3645
7625,752.0,738.0,0.4344
7625,760.0,790.0,0.4327
7626,192.0,358.0,0.2322
7626,660.0,796.0,0.4021
7626,676.0,892.0,0.4113
7626,694.0,852.0,0.433
7626,702.0,814.0,0.4787
7626,752.0,742.0,0.4417
7626,760.0,796.0,0.4401
7627,186.0,362.0,0.2248
7627,200.0,410.0,0.17
7627,660.0,802.0,0.4078
7627,676.0,900.0,0.4126
7627,690.0,854.0,0.2855
7627,702.0,820.0,0.4564
7627,752.0,748.0,0.4042
7627,758.0,802.0,0.4375
7628,190.0,368.0,0.2966
7628,196.0,414.0,0.1351
7628,658.0,806.0,0.3782
7628,676.0,902.0,0.4151
7628,684.0,858.0,0.221
7628,696.0,864.0,0.267
7628,702.0,822.0,0.4347
7628,752.0,754.0,0.4203
7628,758.0,804.0,0.4141
7629,188.0,374.0,0.3024
7629,198.0,420.0,0.1785
7629,658.0,812.0,0.3953
7629,676.0,904.0,0.4101
7629,694.0,866.0,0.4155
7629,702.0,826.0,0.4238
7629,750.0,758.0,0.4432
7629,758.0,808.0,0.4069
7630,190.0,376.0,0.3916
7630,196.0,426.0,0.1601
7630,658.0,812.0,0.395
7630,674.0,906.0,0.3318
7630,692.0,868.0,0.4313
7630,700.0,832.0,0.465
7630,750.0,762.0,0.4745
7630,758.0,814.0,0.4314
7631,192.0,384.0,0.3774
7631,656.0,818.0,0.4051
7631,674.0,906.0,0.3489
7631,692.0,868.0,0.3661
7631,702.0,834.0,0.4557
7631,748.0,764.0,0.3747
7631,758.0,816.0,0.4621
7632,192.0,394.0,0.2406
7632,654.0,828.0,0.3745
7632,666.0,902.0,0.2864
7632,688.0,866.0,0.1958
7632,692.0,880.0,0.3069
7632,700.0,842.0,0.4134
7632,750.0,772.0,0.4274
7632,758.0,824.0,0.4066
7633,194.0,398.0,0.2998
7633,656.0,828.0,0.4104
7633,668.0,904.0,0.1714
7633,692.0,882.0,0.425
7633,700.0,846.0,0.4456
7633,750.0,778.0,0.4925
7633,758.0,830.0,0.4303
7634,194.0,402.0,0.3328
7634,656.0,832.0,0.4004
7634,690.0,886.0,0.4127
7634,700.0,850.0,0.4614
7634,748.0,780.0,0.443
7634,756.0,832.0,0.453
7635,194.0,404.0,0.371
7635,656.0,832.0,0.4044
7635,688.0,886.0,0.3201
7635,698.0,854.0,0.3518
7635,746.0,784.0,0.4364
7635,756.0,834.0,0.4585
7636,194.0,408.0,0.1933
7636,654.0,840.0,0.3528
7636,688.0,890.0,0.3039
7636,698.0,858.0,0.3495
7636,748.0,788.0,0.4765
7636,754.0,838.0,0.4385
7637,194.0,414.0,0.1648
7637,652.0,846.0,0.3856
7637,690.0,896.0,0.4052
7637,698.0,864.0,0.4295
7637,748.0,792.0,0.5123
7637,756.0,844.0,0.4673
7638,194.0,418.0,0.1544
7638,654.0,846.0,0.3999
7638,690.0,898.0,0.3961
7638,698.0,866.0,0.428
7638,746.0,796.0,0.4633
7638,756.0,848.0,0.4477
7639,654.0,848.0,0.3593
7639,688.0,900.0,0.3547
7639,698.0,870.0,0.3896
7639,746.0,800.0,0.482
7639,756.0,850.0,0.4468
7640,644.0,864.0,0.1574
7640,654.0,852.0,0.2804
7640,686.0,904.0,0.332
7640,696.0,868.0,0.3817
7640,746.0,804.0,0.4557
7640,754.0,852.0,0.4233
7641,650.0,864.0,0.2102
7641,652.0,858.0,0.2089
7641,684.0,906.0,0.3486
7641,698.0,876.0,0.4134
7641,746.0,806.0,0.4469
7641,752.0,856.0,0.3864
7642,650.0,864.0,0.2654
7642,652.0,860.0,0.2056
7642,684.0,900.0,0.2178
7642,684.0,910.0,0.2644
7642,698.0,880.0,0.3863
7642,746.0,812.0,0.449
7642,754.0,864.0,0.4058
7643,650.0,864.0,0.3356
7643,684.0,898.0,0.2351
7643,698.0,884.0,0.3379
7643,744.0,814.0,0.4418
7643,752.0,864.0,0.4124
7644,166.0,480.0,0.2504
7644,652.0,872.0,0.3281
7644,698.0,890.0,0.3484
7644,744.0,822.0,0.4488
7644,750.0,870.0,0.4124
7645,648.0,876.0,0.3275
7645,696.0,894.0,0.3384
7645,744.0,826.0,0.4077
7645,752.0,878.0,0.4273
7646,194.0,456.0,0.1535
7646,650.0,878.0,0.2898
7646,694.0,898.0,0.3547
7646,744.0,830.0,0.4433
7646,750.0,878.0,0.4053
7647,648.0,882.0,0.2766
7647,692.0,900.0,0.4012
7647,744.0,832.0,0.4253
7647,750.0,882.0,0.4305
7648,162.0,494.0,0.1482
7648,170.0,512.0,0.1484
7648,176.0,498.0,0.1351
7648,194.0,470.0,0.2539
7648,646.0,888.0,0.2652
7648,690.0,900.0,0.3334
7648,742.0,840.0,0.3419
7648,748.0,888.0,0.4161
7649,194.0,472.0,0.1831
7649,648.0,892.0,0.2939
7649,690.0,902.0,0.3291
7649,742.0,846.0,0.4043
7649,750.0,894.0,0.4114
7650,180.0,512.0,0.1459
7650,648.0,894.0,0.3295
7650,688.0,904.0,0.3333
7650,742.0,848.0,0.3383
7650,746.0,894.0,0.4446
7651,196.0,482.0,0.3714
7651,648.0,896.0,0.3146
7651,690.0,906.0,0.256
7651,738.0,850.0,0.2193
7651,744.0,896.0,0.4388
7652,196.0,484.0,0.1776
7652,648.0,900.0,0.2879
7652,688.0,908.0,0.2012
7652,740.0,854.0,0.2778
7652,744.0,898.0,0.4338
7653,164.0,522.0,0.1226
7653,178.0,530.0,0.1227
7653,196.0,492.0,0.3365
7653,650.0,906.0,0.2997
7653,740.0,864.0,0.4013
7653,744.0,908.0,0.3725
7654,178.0,540.0,0.1113
7654,196.0,498.0,0.3471
7654,648.0,906.0,0.2732
7654,740.0,864.0,0.3426
7654,742.0,906.0,0.3372
7655,176.0,542.0,0.192
7655,196.0,504.0,0.349
7655,642.0,900.0,0.2006
7655,738.0,868.0,0.3622
7655,738.0,904.0,0.3002
7656,178.0,546.0,0.157
7656,196.0,506.0,0.3721
7656,736.0,902.0,0.1649
7656,738.0,872.0,0.3986
7657,162.0,540.0,0.1556
7657,178.0,550.0,0.2258
7657,198.0,512.0,0.4501
7657,736.0,874.0,0.4207
7658,200.0,516.0,0.4655
7658,738.0,880.0,0.3649
7659,164.0,546.0,0.1352
7659,176.0,558.0,0.229
7659,200.0,518.0,0.4108
7659,736.0,884.0,0.3621
7660,178.0,562.0,0.1724
7660,200.0,522.0,0.3749
7660,736.0,886.0,0.3549
7661,200.0,530.0,0.4159
7661,736.0,888.0,0.3813
7662,176.0,570.0,0.1378
7662,200.0,530.0,0.3873
7662,734.0,890.0,0.3578
7663,178.0,572.0,0.1967
7663,200.0,534.0,0.3785
7663,734.0,894.0,0.318
7664,178.0,578.0,0.2689
7664,230.0,648.0,0.1215
7664,734.0,898.0,0.3935
7665,734.0,900.0,0.4261
7666,198.0,546.0,0.1819
7666,732.0,900.0,0.3562
7667,200.0,550.0,0.1357
7667,732.0,904.0,0.3475
7668,176.0,596.0,0.1272
7668,198.0,552.0,0.3804
7669,198.0,558.0,0.3758
7670,200.0,564.0,0.4569
7671,198.0,566.0,0.3667
7671,620.0,152.0,0.1223
7672,170.0,594.0,0.0623
7672,196.0,572.0,0.1244
7672,232.0,678.0,0.0646
7672,604.0,164.0,0.0377
7672,618.0,152.0,0.1064
7676,174.0,612.0,0.076
7676,182.0,628.0,0.0711
7676,200.0,586.0,0.1481
7676,230.0,714.0,0.0657
7676,234.0,702.0,0.069
7679,164.0,624.0,0.0831
7679,180.0,628.0,0.1934
7679,200.0,594.0,0.1746
7679,224.0,736.0,0.0589
7679,614.0,202.0,0.0681
7681,168.0,628.0,0.0678
7681,198.0,600.0,0.0695
7681,212.0,644.0,0.2174
7682,166.0,628.0,0.0631
7682,178.0,642.0,0.1129
7682,198.0,606.0,0.0987
7682,212.0,648.0,0.0378
7682,228.0,700.0,0.063
7682,228.0,706.0,0.0402
7682,842.0,226.0,0.0376
7683,174.0,702.0,0.0614
7683,178.0,642.0,0.0995
7683,198.0,608.0,0.1624
7685,132.0,628.0,0.0437
7685,172.0,642.0,0.0643
7685,180.0,656.0,0.0696
7685,182.0,702.0,0.0536
7685,198.0,616.0,0.1334
7685,888.0,722.0,0.0614
7685,986.0,128.0,0.1126
7686,196.0,620.0,0.1926
7687,200.0,624.0,0.1574
7687,856.0,242.0,0.083
7687,984.0,868.0,0.0616
7687,986.0,144.0,0.0474
7689,208.0,632.0,0.1961
7690,170.0,660.0,0.0419
7690,178.0,670.0,0.0439
7690,210.0,634.0,0.1044
7690,238.0,738.0,0.0438
7690,986.0,158.0,0.06
7690,988.0,882.0,0.0586
7692,210.0,646.0,0.2717
7693,208.0,650.0,0.2682
7695,212.0,660.0,0.3367
7696,184.0,698.0,0.1395
7696,212.0,668.0,0.4014
7699,182.0,702.0,0.2179
7699,210.0,678.0,0.4457
7702,192.0,724.0,0.1842
7702,212.0,692.0,0.4007
7705,196.0,740.0,0.3072
7705,214.0,706.0,0.3422
8560,512.0,256.0,0.054
8560,548.0,162.0,0.0462
8560,584.0,128.0,0.0771
8560,974.0,570.0,0.1299
8560,986.0,704.0,0.0396
8560,988.0,722.0,0.0411
8561,346.0,434.0,0.0393
8561,374.0,400.0,0.0529
8561,514.0,614.0,0.0393
8561,552.0,146.0,0.055
8561,554.0,622.0,0.038
8561,714.0,204.0,0.0618
8561,970.0,562.0,0.1176
8561,986.0,702.0,0.0611
8561,986.0,706.0,0.0548
8561,988.0,720.0,0.0409
8562,320.0,448.0,0.0501
8562,550.0,144.0,0.0675
8562,974.0,560.0,0.1397
8563,974.0,558.0,0.2284
8564,550.0,130.0,0.0909
8564,970.0,550.0,0.2391
8565,970.0,544.0,0.4048
8566,970.0,542.0,0.3122
8567,972.0,538.0,0.3925
8568,530.0,380.0,0.1096
8568,970.0,532.0,0.3524
8569,970.0,528.0,0.3493
8570,970.0,524.0,0.4086
8571,968.0,518.0,0.387
8572,966.0,514.0,0.3687
8573,516.0,562.0,0.1088
8573,964.0,512.0,0.361
8574,964.0,504.0,0.354
8574,976.0,644.0,0.1071
8575,964.0,500.0,0.4663
8576,962.0,496.0,0.4052
8577,960.0,488.0,0.3935
8578,962.0,484.0,0.3893
8578,976.0,616.0,0.1481
8579,962.0,482.0,0.2451
8579,976.0,612.0,0.105
8580,960.0,476.0,0.355
8580,976.0,606.0,0.1264
8581,958.0,470.0,0.4378
8581,976.0,594.0,0.1464
8582,958.0,466.0,0.4032
8583,958.0,462.0,0.4058
